food_name,food_type,energy,proteins,total_fat,water,carbohydrates_total,calcium,iron,sodium
Lentejas con pollo e hígado de pollo al jugo con arroz*,Alimentos Preparados,119.0,6.4,1.7,70.8,19.3,0.0,0.0,0.0
Lentejas y papa con guiso de sangrecita más arroz blanco*,Alimentos Preparados,120.0,5.0,2.1,71.5,20.1,0.0,0.0,0.0
Locro de zapallo con huevo sancochado y arroz blanco*,Alimentos Preparados,113.0,4.9,2.6,73.8,17.6,0.0,0.0,0.0
"Locro de zapallo con leche, habas frescas y guiso de hígado con arroz blanco*",Alimentos Preparados,125.0,4.2,2.2,70.0,22.1,0.0,0.0,0.0
Lomito saltado con  hígado*,Alimentos Preparados,166.0,6.2,3.3,61.2,27.9,0.0,0.0,0.0
Lomito saltado con sangrecita e hígado*,Alimentos Preparados,179.0,5.9,5.0,60.2,27.4,0.0,0.0,0.0
Puré de brócoli con papa y guiso de carne más arroz*,Alimentos Preparados,125.0,4.8,1.5,69.1,23.3,0.0,0.0,0.0
Puré de espinaca con huevo sancochado y arroz blanco*,Alimentos Preparados,108.0,4.1,2.1,74.3,18.2,0.0,0.0,0.0
Puré de papa con hígado al jugo y arroz*,Alimentos Preparados,125.0,4.1,2.8,70.8,20.9,0.0,0.0,0.0
Puré de papa con huevo sancochado y arroz*,Alimentos Preparados,116.0,4.3,3.9,74.8,15.9,0.0,0.0,0.0
Saltado de fideos con sangrecita de pollo*,Alimentos Preparados,140.0,5.4,3.7,67.8,21.2,0.0,0.0,0.0
Saltado de vainita con guiso de corazón más arroz*,Alimentos Preparados,143.0,4.3,4.6,68.6,21.1,0.0,0.0,0.0
Saltado de vainita y papa con guiso de corazón más arroz blanco*,Alimentos Preparados,133.0,3.9,3.5,69.6,21.5,0.0,0.0,0.0
"Tallarines con salsa de tomate, carne, hígado de pollo*",Alimentos Preparados,131.0,9.4,2.8,69.2,17.2,0.0,0.0,0.0
Tallarines rojos con atún*,Alimentos Preparados,107.0,4.3,1.0,73.6,20.1,0.0,0.0,0.0
Tallarines rojos con carne y rodajas de camote*,Alimentos Preparados,106.0,9.6,2.6,75.5,11.0,0.0,0.0,0.0
Tallarines rojos con conserva de anchoveta*,Alimentos Preparados,93.0,3.9,1.9,78.3,15.0,0.0,0.0,0.0
Tallarines rojos con hígado de pollo*,Alimentos Preparados,118.0,6.9,1.7,70.7,18.6,0.0,0.0,0.0
Tallarín saltado más papa frita y sangrecita*,Alimentos Preparados,135.0,4.1,2.7,68.4,23.5,0.0,0.0,0.0
Tallarines verdes con hígado al jugo más camote*,Alimentos Preparados,119.0,5.2,2.4,71.9,19.2,0.0,0.0,0.0
Chicha blanca,Alimentos Preparados,41.0,0.3,0.2,89.5,9.9,3.0,0.18,0.0
Emoliente,Alimentos Preparados,27.0,0.1,0.0,93.0,6.8,4.0,0.19,0.0
Infusión de hierbas,Alimentos Preparados,24.0,0.0,0.0,93.9,6.1,3.0,0.11,0.0
Limonada,Alimentos Preparados,21.0,0.0,0.0,94.6,5.4,2.0,0.09,0.0
Refresco de carambola,Alimentos Preparados,27.0,0.1,0.1,92.7,7.0,3.0,0.25,1.0
Refresco de cebada,Alimentos Preparados,43.0,0.5,0.1,89.0,10.3,6.0,0.51,0.0
Refresco de cebada con linaza,Alimentos Preparados,31.0,0.3,0.3,92.3,7.0,4.0,0.21,0.0
Refresco de durazno,Alimentos Preparados,22.0,0.0,0.0,94.6,5.4,2.0,0.09,3.0
Refresco de linaza,Alimentos Preparados,29.0,0.5,0.7,93.2,5.5,3.0,0.2,0.0
Refresco de mango,Alimentos Preparados,47.0,0.1,0.0,87.8,12.0,7.0,0.23,0.0
Refresco de manzana,Alimentos Preparados,25.0,0.0,0.0,93.1,6.8,3.0,0.15,0.0
Refresco de maracuyá,Alimentos Preparados,26.0,0.1,0.0,93.1,6.7,3.0,0.23,0.0
Refresco de membrillo,Alimentos Preparados,28.0,0.0,0.0,92.7,7.2,4.0,0.17,0.0
Refresco de naranja,Alimentos Preparados,20.0,0.0,0.0,94.9,5.0,3.0,0.12,3.0
Refresco de papaya,Alimentos Preparados,27.0,0.0,0.0,93.0,6.9,5.0,0.13,0.0
Refresco de piña,Alimentos Preparados,19.0,0.0,0.0,95.0,5.0,2.0,0.1,0.0
Refresco de soya,Alimentos Preparados,53.0,2.4,1.3,86.6,9.3,26.0,0.65,0.0
Chicha de jora,Alimentos Preparados,39.0,0.3,0.2,90.3,9.0,16.0,1.21,0.0
Chicha morada,Alimentos Preparados,50.0,0.6,0.3,87.0,11.9,4.0,0.13,0.0
Naranjada,Alimentos Preparados,19.0,0.0,0.0,95.3,4.7,3.0,0.08,0.0
"Hojuela de cereal, con canela, bebida de*",Alimentos Preparados,26.0,1.2,0.6,94.2,3.9,0.0,0.0,0.0
"Hojuela de cereal, con cocoa, clavo de olor y canela, bebida de*",Alimentos Preparados,22.0,1.4,0.4,95.0,3.1,0.0,0.0,0.0
"Hojuela de cereal, con membrillo, bebida de*",Alimentos Preparados,26.0,1.3,0.4,93.8,4.4,0.0,0.0,0.0
"Hojuela de cereal, con avena precocida, bebida de*",Alimentos Preparados,17.0,1.3,0.4,96.1,2.2,0.0,0.0,0.0
"Hojuela de cereal, con leche evaporada entera UHT, bebida de*",Alimentos Preparados,35.0,1.3,1.4,92.7,4.2,0.0,0.0,0.0
"Hojuela de cereal, con leche evaporada entera UHT, avena, clavo de olor, canela y vainilla, bebida de*",Alimentos Preparados,55.0,2.1,2.0,88.3,7.1,0.0,0.0,0.0
"Hojuela de quinua con cereales, leche evaporada entera, canela y clavo de olor, bebida de*",Alimentos Preparados,43.0,1.6,1.6,90.9,5.6,0.0,0.0,0.0
"Hojuela de quinua con cereales, leche evaporada entera UHT, azúcar rubia,clavo de olor y canela, bebida de*",Alimentos Preparados,63.0,2.0,2.2,86.4,8.9,0.0,0.0,0.0
"Hojuela de cereales con soya precocidos con leche evaporada, bebida de*",Alimentos Preparados,38.0,1.5,1.7,92.4,4.0,0.0,0.0,0.0
Arroz con leche,Alimentos Preparados,149.0,2.0,0.3,0.0,33.9,14.0,0.52,0.0
Arroz zambito,Alimentos Preparados,124.0,1.8,0.6,0.0,27.8,22.0,0.68,0.0
Budín de pan,Alimentos Preparados,165.0,3.0,2.4,0.0,30.8,81.0,1.89,0.0
Compota de frutas,Alimentos Preparados,117.0,0.6,0.1,0.0,30.2,10.0,1.59,0.0
Crema volteada,Alimentos Preparados,198.0,8.7,8.7,0.0,21.7,150.0,1.24,0.0
Durazno al almibar,Alimentos Preparados,208.0,0.2,0.1,0.0,53.5,23.0,1.03,0.0
Dulce de cañihua,Alimentos Preparados,45.0,1.5,1.6,0.0,6.7,46.0,0.2,0.0
Ensalada de frutas,Alimentos Preparados,66.0,0.7,0.5,0.0,15.9,28.0,1.41,0.0
Flan,Alimentos Preparados,100.0,2.7,3.1,0.0,15.2,93.0,1.15,0.0
Gelatina,Alimentos Preparados,56.0,1.5,0.0,0.0,12.5,0.0,0.0,0.0
Leche asada,Alimentos Preparados,152.0,7.3,7.0,0.0,14.1,78.0,1.37,0.0
Mazamorra de frutas,Alimentos Preparados,52.0,0.2,0.1,0.0,12.9,5.0,0.29,0.0
Mazamorra de sémola,Alimentos Preparados,118.0,1.7,0.5,0.0,28.1,22.0,0.38,0.0
Mazamorra de maizena,Alimentos Preparados,76.0,1.0,1.2,0.0,16.0,40.0,0.26,0.0
Mazamorra morada,Alimentos Preparados,58.0,0.6,0.3,0.0,13.8,5.0,0.5,0.0
Panqueque relleno,Alimentos Preparados,180.0,3.9,3.2,0.0,34.9,39.0,1.8,0.0
Tiramisú,Alimentos Preparados,297.0,8.7,23.6,0.0,12.0,199.0,2.04,0.0
